CENTRAL POLLUTION CONTROL BOARD,,,,,,,
CONTINUOUS AMBIENT AIR QUALITY,,,,,,,
"Date: Saturday, Mar 09 2024",,,,,,,
Time: 11:10:08 PM,,,,,,,
Station,"Bapuji Nagar, Bengaluru - KSPCB",,,,,,
Parameter,"PM10,NO2,CO,Ozone,Temp,RH",,,,,,
AvgPeriod,24 Hours,,,,,,
From,01-02-2019 T00:00:00Z 00:00,,,,,,
To,29-02-2024 T23:06:59Z 00:00,,,,,,
,,,,,,,
"Bapuji Nagar, Bengaluru - KSPCB",,,,,,,
 , ,Bapuji Nagar  Bengaluru - KSPCB , , , , ,
From Date,To Date,PM10,NO2,CO,Ozone,Temp,RH
17-09-2020 00:00,18-09-2020 00:00,58.07,14.9,0.87,12.79,30.06,73.71
18-09-2020 00:00,19-09-2020 00:00,38.1,14.46,0.6,12.22,29.89,73.86
19-09-2020 00:00,20-09-2020 00:00,36.82,14.45,0.57,11.98,30.1,80.29
20-09-2020 00:00,21-09-2020 00:00,19.29,13.21,0.19,12.77,30.46,87.06
21-09-2020 00:00,22-09-2020 00:00,34.8,13.19,0.43,12.16,30.24,78.35
22-09-2020 00:00,23-09-2020 00:00,38.36,16.56,0.16,14.1,30.19,78.42
23-09-2020 00:00,24-09-2020 00:00,103.6,21.28,0.55,12.75,30.5,72.71
24-09-2020 00:00,25-09-2020 00:00,83.43,19.16,0.54,10.29,30.51,73.8
25-09-2020 00:00,26-09-2020 00:00,51.23,17.79,0.35,14.01,30.41,68.53
26-09-2020 00:00,27-09-2020 00:00,67.66,19.67,0.79,9.74,30.43,74.67
27-09-2020 00:00,28-09-2020 00:00,51.52,15.83,0.63,11.62,30.41,71.73
28-09-2020 00:00,29-09-2020 00:00,50.05,15.62,0.62,12.99,30.44,73.4
29-09-2020 00:00,30-09-2020 00:00,54.53,22.13,1.07,12.54,31.07,81.31
30-09-2020 00:00,01-10-2020 00:00,51.29,19.99,0.71,12.5,31.21,79.55
01-10-2020 00:00,02-10-2020 00:00,66.8,21.57,0.92,12.53,30.58,68.67
02-10-2020 00:00,03-10-2020 00:00,65.97,20,0.65,20.03,30.01,69.23
03-10-2020 00:00,04-10-2020 00:00,94.01,17.83,0.71,18.11,30.46,75.86
04-10-2020 00:00,05-10-2020 00:00,145.47,12.99,0.8,12.63,31.53,77.02
05-10-2020 00:00,06-10-2020 00:00,83.4,22.46,0.93,15.56,30.42,69.48
06-10-2020 00:00,07-10-2020 00:00,94.75,28.18,0.87,19.96,29.77,64.36
07-10-2020 00:00,08-10-2020 00:00,87.55,22.97,0.81,22.5,26.81,67.3
08-10-2020 00:00,09-10-2020 00:00,106.15,26.06,0.39,17.47,23.16,63.66
09-10-2020 00:00,10-10-2020 00:00,122.86,20.31,0.55,8.07,24.35,76.2
10-10-2020 00:00,11-10-2020 00:00,67.42,21.92,0.6,23.95,25.77,76.52
11-10-2020 00:00,12-10-2020 00:00,38.6,16.37,0.52,21.62,26.57,83.96
12-10-2020 00:00,13-10-2020 00:00,67.26,21.7,0.58,21.97,26.35,83.42
13-10-2020 00:00,14-10-2020 00:00,62.92,20.99,0.58,25.22,26.53,82.79
14-10-2020 00:00,15-10-2020 00:00,83.68,18.13,0.6,21.61,26.32,78.74
15-10-2020 00:00,16-10-2020 00:00,65.58,16.2,0.46,16.27,24.68,75.54
16-10-2020 00:00,17-10-2020 00:00,97.48,21.89,0.71,24.83,25.08,70.26
17-10-2020 00:00,18-10-2020 00:00,110.34,25.84,0.99,22.62,24.62,66.68
18-10-2020 00:00,19-10-2020 00:00,92.82,22.71,0.96,15.98,24.72,73.28
19-10-2020 00:00,20-10-2020 00:00,109.6,26.69,1.69,10.7,25.91,80.11
20-10-2020 00:00,21-10-2020 00:00,72.27,21.95,0.8,12.78,27.04,81.77
21-10-2020 00:00,22-10-2020 00:00,61.49,23.36,0.9,15.74,26.06,77.08
22-10-2020 00:00,23-10-2020 00:00,41.68,16.93,0.54,14.11,27.11,83.14
23-10-2020 00:00,24-10-2020 00:00,40.44,18.45,0.33,16.9,27.58,94.02
24-10-2020 00:00,25-10-2020 00:00,66.97,22.33,0.81,14.7,26.67,66.65
25-10-2020 00:00,26-10-2020 00:00,86.96,22.62,0.78,27.78,25.73,63.35
26-10-2020 00:00,27-10-2020 00:00,131.86,36.36,1.32,21.39,25.67,63.45
27-10-2020 00:00,28-10-2020 00:00,141.57,40.29,1.05,24.03,26.19,27.38
28-10-2020 00:00,29-10-2020 00:00,134.62,40.85,0.91,23.7,29,42.23
29-10-2020 00:00,30-10-2020 00:00,139.53,44.03,0.95,29.69,28.65,55.47
30-10-2020 00:00,31-10-2020 00:00,106.14,31.25,0.32,30.47,27.19,60.64
31-10-2020 00:00,01-11-2020 00:00,75.64,24.07,0.74,23.56,26.04,63.45
01-11-2020 00:00,02-11-2020 00:00,135.95,32.88,0.92,73.05,26.47,48.17
02-11-2020 00:00,03-11-2020 00:00,149.05,32.05,0.86,51.68,27.64,61.99
03-11-2020 00:00,04-11-2020 00:00,129.31,36.79,0.95,30.27,27.94,59.39
04-11-2020 00:00,05-11-2020 00:00,115.24,31.23,0.84,23.91,27.55,65.74
05-11-2020 00:00,06-11-2020 00:00,78.89,85.9,1.09,19.87,26.49,69.51
06-11-2020 00:00,07-11-2020 00:00,56.54,24.07,0.76,14.4,26.22,70.67
07-11-2020 00:00,08-11-2020 00:00,69.02,24.07,0.94,10.53,26.52,67.06
08-11-2020 00:00,09-11-2020 00:00,87.24,24.07,0.83,22.49,26.41,66.56
09-11-2020 00:00,10-11-2020 00:00,130.3,24.07,1.02,34.61,26.66,61.05
10-11-2020 00:00,11-11-2020 00:00,136.64,57.75,1.16,35.63,27.47,49.44
11-11-2020 00:00,12-11-2020 00:00,124.1,39.09,1.28,30.14,27.2,58.52
12-11-2020 00:00,13-11-2020 00:00,80.71,27.88,1.3,19.51,26.47,68.16
13-11-2020 00:00,14-11-2020 00:00,51.57,25.52,1.41,10.33,27.14,77.1
14-11-2020 00:00,15-11-2020 00:00,78.29,23.76,1.1,14.57,26.78,68.9
15-11-2020 00:00,16-11-2020 00:00,70.19,21.66,1.2,17.64,27.91,78.27
16-11-2020 00:00,17-11-2020 00:00,41.3,18.91,0.91,11.8,27.9,81.79
17-11-2020 00:00,18-11-2020 00:00,50.25,21.01,0.61,13.25,27.49,74.33
18-11-2020 00:00,19-11-2020 00:00,57.54,19.86,0.58,14.39,26.82,71.8
19-11-2020 00:00,20-11-2020 00:00,62.09,22.38,0.66,17.27,27.37,69.9
20-11-2020 00:00,21-11-2020 00:00,61.53,22.48,0.66,18.9,27.16,62.76
21-11-2020 00:00,22-11-2020 00:00,88.21,41.53,1.06,17.97,27.35,50.02
22-11-2020 00:00,23-11-2020 00:00,103.39,37.98,0.85,22.95,27.24,51.22
23-11-2020 00:00,24-11-2020 00:00,98.15,33.8,1.01,19.29,26.91,60.74
24-11-2020 00:00,25-11-2020 00:00,98.04,29.56,0.84,24.58,27.15,70.02
25-11-2020 00:00,26-11-2020 00:00,95.36,27.09,0.77,26.16,27.66,73.77
26-11-2020 00:00,27-11-2020 00:00,41.04,23.59,0.68,16.43,28.97,85.94
27-11-2020 00:00,28-11-2020 00:00,60.79,23.31,0.72,17.5,29.38,78.08
28-11-2020 00:00,29-11-2020 00:00,62.56,24.32,0.55,20.81,28.5,73.62
